County,All_2013,All_2014,All_2015,Private-goods-producing-2013,Private-goods-producing-2014,Private-goods-producing-2015,Private services-providing-2013,Private services-providing-2014,Private services-providing-2015,Gov-2013,Gov-2014,Gov-2015
Clay,10.3,7.6,8,9.2,-10.8,2,23.2,20.6,17.2,-0.9,1.3,-1.9
Codington,-1.9,-5.6,-0.4,2.8,-13.5,-0.2,-5.2,-1,-0.9,-2.4,3.5,1.1
Corson,9.1,-6.3,-1.8,22.6,-9.7,5.2,3.9,-6.7,-19,-8,0.4,-1.5
Custer,3.4,8.9,1.6,(D),(D),2.8,(D),(D),2,-15,-1.6,-0.5
Davison,2.3,-1.3,-0.8,5.1,0.4,-1.9,1.7,-2.5,-0.4,-1.6,2.6,-0.7
Day,14.7,-1.1,5.5,18.2,-8.1,7,15.3,6.7,5.2,-6.4,-0.6,0
Deuel,5.2,3.4,-10.3,9.9,3.7,-14.8,-1.4,2.6,-4.1,-4.4,4.7,1.5
Dewey,-4.5,-0.5,0.8,11.1,-8.5,3.8,-11.1,1.4,-5,-8.3,2.9,2.5
Douglas,25.8,2.6,8.4,17.9,-8.2,7.6,37.7,9.8,9.8,-11.6,13.8,-2.3
Edmunds,13.7,-2.4,5.9,18.9,-10.4,7.3,8.3,12.2,5.5,-2.1,0.1,-0.6
Fall River,29.5,-3.7,2.7,112.6,-10.6,6.2,12.7,1.7,-2.4,-20.8,-0.7,9.5
Faulk,25.5,-4.3,-0.9,33.6,-7.8,-2.8,6.6,9.2,5.1,-4.9,-4.3,-4.3
Grant,13.5,-7.3,-6.5,11.3,4.4,8,15.6,-13.7,-15.2,-0.5,0.3,-1.5
Gregory,11.4,-0.9,4.7,14.3,-10.5,5.8,12.6,7.7,5.3,-4.9,-0.3,-2.4
Haakon,11.2,-5.2,2.8,19.7,-12.2,3.7,3.4,2.6,2.7,-1.4,2.1,-2.9
Hamlin,2.2,0.9,3.9,14.6,-0.2,8.1,-13.4,2.6,0.7,-0.1,1.1,-4.3
Hand,14.1,-4.8,9,20.8,-8.5,5.8,4.8,2.2,15.9,-3.7,-1.2,-3.1
Hanson,16.2,-4.5,4.3,17.5,-6,9.5,20.1,-2.8,-5.3,-2.1,3.4,-3.8
Harding,13.2,0.2,-1.8,22.7,-3.2,-1.6,-8.8,14.8,-2.7,-8.5,1.6,-1.5
Hughes,4.7,7.2,-0.4,6.5,-5.1,4.8,8.1,10,-0.6,-3.6,3.4,-1.1
Hutchinson,2.8,-2.4,10.4,11,-8.4,7.9,-2.6,2.6,14.1,-5.1,0,-1.2
Hyde,-0.7,-5,4.4,22.4,-12.8,6.9,-22.4,6.5,5.6,-3.6,-5.7,-9.3
Jackson,4.3,0.2,6.2,22.8,-2,12,3.9,4.9,-1.4,-19.8,-1.2,6.5
Jerauld,0.2,-2.5,2.9,-6.5,2.3,8.7,7.7,-7.1,-2,-8.4,4.1,0.4
Jones,9.9,-1,-2.1,16.3,-11.1,2.9,5.8,12.3,-6.3,-4.4,2.7,-4.5
Kingsbury,5.7,-13.7,-3.9,7.2,-24.9,-14,4.6,7,9,-5,3,1.3
Lake,9.2,-1.5,1.9,19.1,-7.1,-2.8,4.6,2.4,6.8,0.1,1.2,-3.5
Lawrence,4.1,-1.7,1,-8.8,-4.3,1.5,8.7,-2,1.6,-5.8,3.5,-2.9
Lincoln,10.3,8.5,5.3,9.4,4.7,1.7,11,9.7,6.3,5,7.7,5.4
Lyman,8.5,-2.1,0.6,15.6,-9.3,4.9,11.6,8.1,-1.4,-6.4,-3,-2.5
McCook,6,-6.2,-0.1,(D),(D),5.4,(D),(D),-4.1,-5.7,0.9,-3
McPherson,11.4,-11.6,-0.5,17.3,-14.9,1.1,-0.5,-5.6,-3.8,-4.8,3.5,-3.2
Marshall,8.1,-3.2,1.4,7,-9.4,4.3,15.7,13.5,-3.7,-2.9,3.1,-2.6
Meade,0.3,0.7,3.2,19.3,-1,5,4.2,1.9,-1.6,-17.9,-0.2,10.9
Mellette,12.5,0.1,5.2,(D),(D),11.3,(D),(D),-2.2,-8.3,4.8,-1.9
Miner,13.5,-4.5,2.7,20.1,-10.7,2.7,5.7,8.1,3.4,-6.4,1.4,0.1
Minnehaha,-6.5,2.8,1.7,5.3,5.5,-2.1,-7.7,2.4,2.1,-7,3.2,2.6
Moody,13.8,0.7,20.2,28.6,-7.3,7.1,-2.5,19,51,-7.8,2.1,-1.9
Oglala Lakota,-7.5,0.7,0.1,24.5,-11,16,-0.7,1.9,-4.2,-12.2,1.7,-0.3
Pennington,-1.6,1,2.9,-0.9,0.8,0.5,-0.7,1.4,4.4,-5.7,-0.4,-1.7
Perkins,10,-2.9,5.9,16.2,-5.7,9.8,1.8,2.1,1.7,-3.6,1.2,-3.9
Potter,7.4,-0.8,6.4,13.7,-3.9,11.7,0.7,3.4,0.8,-5.4,1.7,1.8
Roberts,7,-1.1,4.9,22.2,-6.2,5,0.1,4.8,8.1,-7.8,0.7,0.4
Sanborn,10.1,-1.8,1,16.4,-7.1,0.1,0.3,9,3,-3.3,2.1,-1.2
Spink,12.9,3.8,1.1,18.5,-0.8,1.9,10.1,14.6,1.9,-3.1,2.8,-3.7
Stanley,2.2,-6.2,3.5,12.2,-7.7,4.8,-5.2,-6.7,4.3,-4.3,2.5,-4.1
Sully,11.9,-7.5,2.3,14.7,-10.4,5.4,6.5,-0.3,-2.8,4.4,-8,-1.6
Todd,-3.1,-2.8,2.8,11.1,-13.8,4,2.6,-0.2,5,-8.1,-0.7,1.7
Tripp,12.1,-0.3,4,17.3,-8.6,4.4,9.4,8.5,4.5,-2.1,0.7,-1.2
Turner,3.1,-1.2,24.2,12,-2.3,54.1,-3.2,-0.2,1.8,-7.2,0.1,-2
Union,6.4,1.4,0.7,6.7,-3.6,9.6,6.8,2.7,-1.4,-2.4,2.1,-2.9
Walworth,7.5,1.3,7,17.4,-6.8,7.1,3.3,7.2,8,-4.5,1.8,0.8
Yankton,-1.6,-1.5,4.2,-2.9,-9.2,7.9,0.3,3.1,3.1,-5.1,2.4,-0.4
Ziebach,5.7,-7.3,-1.6,17.5,-14.4,-1,-5.3,0.5,-1.9,-3.7,-1.4,-2.3
Anderson,1.7,0.8,-2,5.1,-2.2,-6.2,0,3.5,0.7,-0.4,-1.5,-1
Bedford,2.9,1.6,-2.3,11.3,0.7,-11.2,-4.4,3.4,6.8,1.3,-2.5,-0.7
Benton,-0.9,0.1,4.3,6.1,-7.1,8.2,-2,4.3,5.2,-4.7,-2.8,-1.5
Bledsoe,4.6,-3.7,2.7,38.5,-11.4,10.7,-4.2,0.1,2.3,-2.1,-2.4,-0.6
Blount,4.6,0.9,1.5,4.7,3.7,-2.9,5.5,0.7,4.2,1.1,-4.4,0.6
Bradley,-1.3,-3.2,8.4,-3.6,-8.5,12.5,0.9,1.8,6.3,-0.6,-1.6,-0.8
Campbell,1.1,4,0.3,5.3,-2.2,-4,1.3,8,1.3,-4.2,-3.6,1.2
Cannon,3.8,0.3,3.3,13.9,-0.8,4.5,2.3,2.1,5.6,-3.3,-2.6,-4.1
Carroll,0,-2.5,3.6,5.3,-8.1,2.8,-2.2,-0.2,5.5,0.4,-2.6,-1.7
Carter,-1.7,-1.6,2.3,-0.6,-5.4,-1.1,-1.2,0.1,4.4,-4.2,-2.3,-0.4
Cheatham,1.6,-0.5,6.1,3.3,-0.2,6.2,1.5,-0.3,7.2,-2.1,-1.9,2
Chester,-3.4,-1.4,0.3,-6.5,3.2,3.6,-3.8,-3.1,-0.4,0.1,-1,-0.7
Claiborne,1,-1.3,0.4,4.8,-3.3,3.5,1.6,0.8,0,-6.3,-4.1,-3.7
Clay,2.7,-4.6,6.4,25.7,-5.2,9.2,-4.3,-5.4,8.6,-1.9,-2.3,-1.1
Cocke,20.6,11.2,15.5,60.2,24.8,27.5,-1.1,-0.3,3,-1.8,-2.9,-1.1
Coffee,4.7,3.1,7.2,9.4,1,10.4,4.8,4.6,7,-5.1,0.8,0.9
Crockett,10.4,4.4,2.4,14,-3.4,6.4,10.5,14.2,0.6,-0.7,-0.3,-4.4
Cumberland,-2,1.4,2.5,2.4,-0.6,2.9,-3.4,2.5,2.9,-3.5,-0.3,-0.4
Davidson,0.1,4.7,4.8,2,0.4,7.7,0.1,5.6,4.7,-1.3,-0.5,2.8
Decatur,-0.9,-4.5,-1.1,9,-6.6,-1,-4,-4.5,-1.1,-1.4,-1.7,-1.2
DeKalb,2.7,-0.4,1.3,11.3,1.4,4.9,-4.9,-2.2,-2.3,-1.1,-1.7,-1.7
Dickson,3,2.9,3.8,4.7,6.7,5,3.2,1.7,4.3,-1.3,-1.3,-1.2
Dyer,-2.1,-3.8,5,2.7,-2.1,8.3,-4.9,-5.2,4.2,-5.3,-3.8,-2.2
Fayette,2.2,-4.3,-1.2,4.7,-10,-2.3,3,2.4,1.3,-8.6,-4.5,-5.5
Fentress,3.8,-0.6,1.7,29.2,-6.6,8.1,0.5,1.5,1.5,-0.7,-3.8,-2.8
Franklin,4.1,3.4,1.4,12.1,8,-3.5,0.1,2.8,4.9,6.4,-2.2,-2.5
Gibson,3.7,0.3,-3.6,2.6,-1.4,-1.1,6.5,3.6,-5.5,-2.2,-6.7,-2.2
Giles,2,0.7,3.4,8.2,5.2,1.9,-1.5,-2.2,6.1,-3.7,-3.8,-1.3
Grainger,1,4.3,-0.8,4.1,-4,6.5,0.7,16.8,-5.7,-3.6,-1.2,-4.1
Greene,4.6,0.2,4.2,16,-1.5,3.6,-0.4,2.1,6.3,-2,-2.5,-1.8
Grundy,0.6,-6.1,-2.7,9,-17.1,2.2,1.7,-2.7,-3.7,-8.2,-1.6,-4.8
Hamblen,-1,2.3,3,-1.9,2.4,2.1,-0.5,3,4.3,0.7,-1.1,0.3
Hamilton,-0.7,3.2,3.3,-0.9,-3,0.3,-0.8,4.3,5,0.3,6.6,-0.5
Hancock,1.7,-0.2,1.7,38.4,(D),(D),-0.5,(D),(D),-3.3,-3.2,-2.5
Hardeman,4.3,-5,-2.3,17.2,-12.3,-6.9,-0.8,0.3,1.7,-5.5,-1.5,-2.7
Hardin,-10.2,-1.6,-2,1.9,-5.6,-6.8,-18.5,1.8,1,-2.2,-4.2,-2.5
Hawkins,19,5.5,6.8,58.1,7.7,9.7,-10.3,5.1,5.8,-5,-3.1,-3.9
Haywood,-1.9,-11.3,4.4,12.5,-24.5,-4.4,-14,-1.5,13.8,-1.2,0.9,-1.8
Henderson,-10.2,-3.8,-0.3,-11.2,-10.9,-4.6,-11.5,-0.3,2.8,-2.1,0.9,-2.5
Henry,2.9,-3,1.9,16.3,-6.7,2.5,0.7,-2.1,2,-3.3,-1.8,0.7
Hickman,-3.2,-0.7,-0.4,-3.3,-3,0.5,-3.2,-0.4,1.2,-3.2,1.2,-3.7
Houston,-6,-5.1,1.1,-3.4,-7.1,-0.9,-10.3,-6,5,-1.8,-2.1,-2.3
Humphreys,3.5,-2.8,0.4,32.3,-9,1.3,-8.7,0.2,1.9,-8.6,2.7,-4.7
Jackson,5.2,-4.8,0,-1.4,-4.9,-2.9,12,-5.6,1.9,-3.9,-2.5,-1.8
Jefferson,4.6,1.4,2,8.7,1.1,3.3,3.5,2.3,2.1,-0.7,-1.7,-1.5
Johnson,-0.9,-1.7,3.7,5.5,-4.6,11,-3.7,0.9,2.2,-3.9,-3.1,-3.9
Knox,0.7,3.1,3.6,4,-1.7,0.2,0.4,4,4.7,0.5,1.4,-0.4
Lake,22,17.8,25,36.6,-13.6,(D),41.4,38.7,(D),-4.9,-2.9,-4.3
Lauderdale,1.7,3.2,8.5,-1,2.3,9.2,3.5,5.4,12.1,-0.6,-2.7,-3.7
Lawrence,2.6,1.3,6,7.1,-4.3,-0.3,1.6,5.4,11,-1.4,-2.1,0.3
Lewis,0.5,2.5,2.3,5.2,3.4,2.5,-0.8,5,3.6,0.1,-3.8,-1.3
Lincoln,1.3,-3.8,-0.6,14.4,-7.9,-4.6,-4.3,-0.1,3.3,-10.7,-2.9,-0.8
Loudon,2.6,0.9,1.9,4.1,-3.4,-1.1,2.4,4.3,4.4,-0.9,-0.9,-0.8
McMinn,2.6,-1.3,3.1,7.2,-1.7,2.8,-1.9,-0.6,4.5,-2.9,-1.9,-1.3
McNairy,-0.2,7.9,3.7,7,26.9,4.7,-4,-3.7,4.3,-5.2,-3.5,-0.2
Macon,2.7,1.3,3.1,11.1,1.8,1.6,0.9,2.1,5.7,-2.3,-1.7,-1.8
Madison,-1.1,0.3,-0.6,-2.1,4.5,-5.2,-0.3,-0.7,1,-1.9,-3,2.1
Marion,2.3,-0.3,2.6,10.1,-2,5.2,-0.4,1.6,2.3,-2.8,-3.2,-2
Marshall,3.3,3.4,4.9,8.7,-0.7,12.4,0.3,4.6,5,-1.6,10.5,-11.6
Maury,1.8,0.4,1,3.7,-7.8,-1.6,2.1,4.4,2.6,-1.5,-2.4,-1.5
Meigs,17,-3.5,-11.7,31,-4.3,4.5,15.7,-4.2,-31.4,-2.8,-0.2,-4
Monroe,-0.3,-3.6,1.8,-3.4,-2.7,-0.1,2.8,-4.8,4.4,-1.1,-1.9,-1.3
Montgomery,1.4,4,1.1,-5.3,-8.1,-2.5,2.8,9.4,2.6,4.1,0.2,-0.7
Moore,1.1,0.5,4.6,6.6,3.2,10.4,-8.4,-3.2,-5.6,-1.2,-1.8,0.3
Morgan,-2.9,-3.2,-2.6,2,-13.9,-3.7,-3.7,1.9,-4,-5,-2.2,-0.3
Obion,6.1,0.4,10.9,14.3,-10.9,-2.1,3.8,7.5,19.8,-1.1,-1.9,-1.1
Overton,2.9,1.4,3.6,2.8,-7.1,-1.1,5.8,8.9,7.3,-4.1,-5.1,-0.4
Perry,-7.2,-1.3,1.5,0.5,-7.1,-4,-15.2,3.5,7.5,-2.1,-1.4,-2.1
Pickett,3.1,-6.3,18.5,5.2,-4.7,12.3,4.5,-8,27.9,-2.8,-2.5,-2.1
Polk,1.3,-6.7,-0.9,7.9,-19.9,-0.7,1.2,-4.7,-1.1,-4,0.9,-0.5
Putnam,5.1,5.6,5.9,5.7,7.5,4.3,7.2,7.7,8.7,-0.5,-2,0
Rhea,6.1,5.6,1,16.1,2.1,4.9,5.6,-4.7,1.4,0,21.5,-1.8
Roane,-6,-3.4,0,-1.2,-13.3,6.2,-7.2,-3.7,-0.1,-1.9,3.6,-2.5
Robertson,9.7,2.6,3.8,17.6,2.8,3.9,6.3,5.2,4.6,-0.4,-5.7,0.8
Rutherford,4.5,4.4,0,8.7,7.4,-4.3,3,3.5,2.1,1.4,0.4,1.9
Scott,11.9,8.3,6,44.3,23.5,1.2,-0.5,-1.1,15.3,-4.3,-1.5,-0.5
Sequatchie,-2.6,1.9,-1.6,16.5,5.5,10.4,-5.5,3.1,-4.8,-6.4,-3.8,-1.7
Sevier,-3.1,2,1.8,8.1,0.7,3.2,-4.1,2.6,1.9,-1.3,-1.1,0.4
Shelby,-1,-0.8,1.2,-0.5,-1.4,4.2,-0.9,-0.7,1.2,-2.8,-1.1,-3.3
Smith,5.3,1.2,-0.2,8.6,2.3,-1.3,2.2,0.4,0.8,0.4,-1.2,1.1
Stewart,-8.9,-11.2,0.1,-12.7,2.4,1.4,-11.6,-19.6,1.7,2.6,8.6,-4.1
Sullivan,1.2,-3.9,5.5,3.7,-14.7,-0.7,0.1,3.4,9.9,-2.4,-2.1,-0.8
Sumner,7.6,2.2,3.6,15.2,6.3,3.8,6.7,1.1,3.9,-0.4,0.2,1.2
Tipton,1.7,0.4,2.5,6.9,-5,3.6,1.3,5,3.6,-3.1,-2.7,-1.6
Trousdale,0.8,-5.7,5.4,7.8,(D),(D),1.1,(D),(D),-6,-1.2,-2.3
Unicoi,4.8,-2.6,0.4,10,-15.9,-2.7,1.2,22,3.5,-2.7,-20.1,-0.1
Union,-13.5,-2.6,3.8,-29.1,-1.2,11.5,-1.4,-3.5,0.5,-1.3,-3.5,-3.5
Van Buren,-9.2,-4.7,-5.3,-9.1,(D),(D),-24.2,(D),(D),2.6,-1.6,-2.7
Warren,2.9,2.6,-0.1,8,7.4,-0.2,-1,-0.3,0.3,0.8,-2.6,-1.3
Washington,3.5,0.9,4.1,4.7,-6.5,4.2,4.2,2.6,4.2,0.4,0.1,3.4
Wayne,-2.3,-2.2,-1.3,5.5,-8.2,9.1,-3.3,0.9,1.1,-5.5,-2.3,-11.2
Weakley,0.9,-0.6,0.6,17.2,-1.5,3.2,-1.9,1.2,1.1,-2.9,-3.4,-2.1
White,-0.5,-0.9,-1.4,2.1,-5.9,-1.1,-2,3,-1.1,-0.8,-3.5,-2.9
Williamson,6.5,1.9,8.8,0.1,-0.2,4.6,7.7,2.5,10.1,8.2,0,2.1
Wilson,4.2,4.8,6.2,11,1.2,6.2,3.2,6.6,6.7,-2.4,-0.9,1.4
Anderson,1.1,3.2,-3.3,1.4,4.7,1.1,1.7,4,-4.8,-0.9,-0.5,-1.9
Andrews,10.8,9.4,-0.8,11.1,8.2,1.2,11.8,11.9,-5.9,4.6,7.6,3.8
Angelina,-1.9,3.4,-1.4,-10.4,8.3,-1.8,2.2,2,-1.7,-0.8,0,0.8
Aransas,2.5,0.5,-0.6,-4.5,7.1,-10,6.8,-2,2.6,-2.7,-0.8,3.1
Archer,18.6,-1.4,-5.3,13.8,-4.6,-15.5,33.7,3.2,9.5,8.2,1.5,-7.9
Armstrong,2.7,3.2,18.1,29.3,7.7,40.9,-14.1,1.8,10.8,3.8,-0.9,-1.3
Atascosa,17.3,13.1,17.3,24.1,2.6,-3,14.8,23,31.2,3.6,3.4,2.6
Austin,4.1,-1.2,12,7,-10.5,26.5,5.7,6.5,5.2,-13.3,-10.1,1.2
Bailey,16.7,-0.8,12.5,36.8,-4.3,32,3.8,3.6,2.7,-1.3,-1.7,-16.4
Bandera,10.7,3.3,0.5,9.6,0.6,4.1,16.1,7,-0.5,-1.9,-3.6,-1.9
Bastrop,1.3,1.9,4.4,2.4,-4.8,6.8,1.2,5.7,3.9,0,-1.7,2.8
Baylor,8.8,0.8,24.9,28.5,3.2,28.2,3.1,0,29.4,-4,-1.3,2.4
Bee,3,-0.7,-3.6,6.6,-5.4,-18.3,2.4,4.6,3,-1.5,-2.2,1.9
Bell,-2.2,-0.7,2.8,7.1,-3,3.8,3.1,3.8,6.3,-7.8,-4,-0.5
Bexar,5.2,8,6.8,23.1,22.9,12.3,2.7,6,6.4,-0.6,0.1,1.6
Blanco,15.7,-17.6,11.2,-2.3,0.4,29.4,31.2,-29.5,2.6,-1,0.3,2.4
Borden,6.1,14.8,67.7,-1.9,18.5,32.1,8.9,16.7,80.8,-1.9,0,3.9
Bosque,21.8,3.2,7.2,0.3,20.1,-2.8,36.3,-3.8,13.6,13.6,3.5,1.1
Bowie,-0.3,3.2,5.2,15,1.2,8.2,3.3,6.6,3.9,-14.1,-5.1,7.5
Brazoria,5.7,1,1.1,9.5,1.7,1.6,1.7,0.1,-1.3,1,0.7,7.7
Brazos,2.1,4.5,3.6,5.7,14.4,6.1,1.6,3.1,3.5,1,1.1,2.3
Brewster,0.4,0.7,1.9,-13.4,6.6,12.1,5.1,1.6,1.7,-2.4,-2.6,-0.9
Briscoe,12.9,2,68.4,32.4,5.5,34,-2.8,-0.8,164.8,1.9,-1.8,3.7
Brooks,-1.3,1.8,-4.7,-4.5,-1.6,-17.2,-0.7,1.2,-3.7,1.6,5.8,5.1
Brown,4.6,3.3,3.2,10.1,-0.4,-3.5,2.1,6.5,8.5,-0.4,2.3,2
Burleson,1.1,-1.4,5.1,0.9,-9,9.1,2.4,7.5,2.1,-2.9,-0.6,1.3
Burnet,8.2,10.8,-0.5,4.9,2.9,4.4,11.8,15.8,-2.4,-2.2,-0.6,1.9
Caldwell,0.9,3.4,-4.2,-3.2,-7.6,-0.4,3.5,13.1,-7.9,2.5,-3.7,2.3
Calhoun,5.5,-4.5,2.9,8.6,-4.1,4.2,-0.3,-5.8,-0.1,1.2,-0.3,3.3
Callahan,6.3,3.2,5.6,12.5,-5.2,1.2,5.4,13.8,10.2,-3.2,-3.6,1.5
Cameron,0.8,1.2,0.6,-2.7,-7.3,0.9,2.2,3.5,0.7,-0.5,0.3,0.3
Camp,4.8,-1.2,1.5,5.2,-0.5,20.9,5.7,-1.5,-4.8,-1.3,-0.9,0
Carson,-12.7,3.2,8.5,-17,-0.1,-8.7,20,23.4,88.4,-2.3,-1.2,3.6
Cass,5.6,2.1,-0.3,20.2,4.1,-2.3,-6.8,0.9,2.2,-1.3,-1.1,0.1
Castro,2.2,4,28.3,0,2.5,40.2,10.6,10.8,5.6,2.9,-0.1,1
Chambers,-8.1,-7.7,14.8,7.7,-18.7,25.5,-16.4,-2.5,11.2,2.6,2.4,4.2
Cherokee,3.6,-1.6,2.9,13.3,3.3,-1,0.4,-5.2,5.7,-1.7,-0.8,2.6
Childress,3.9,3.2,7.9,22.3,7,32.6,2.7,6.7,4.9,1.3,-1.4,5.4
Clay,6,-2.1,9.5,21.7,-3.6,17.8,-8.9,-0.6,3.7,-4.1,-0.2,0.1
Cochran,7.1,-1.3,25.8,22.3,-4.8,64.6,-4.2,5.1,3.9,-1.3,-3.1,-0.8
Coke,10.7,-2.2,5.8,8.5,-8.5,15.5,31.9,5.9,-1.6,-6.9,-2.3,3
Coleman,17.5,1.5,-0.6,57.7,7.3,-1.1,8.4,-1.8,-0.3,-7.7,-0.9,-0.2
Collin,4.7,8.5,7.6,-5.5,1.4,9.8,7.6,10.8,7.4,3.3,2.9,4.5
Collingsworth,13.2,1.6,10.1,42.2,7.6,29.1,5.4,-2,-1.3,-8.8,-0.9,2.9
Colorado,6.7,1.4,3,6.7,-0.3,4.4,8.5,3.4,1.7,-1.7,-1.7,3.5
Comal,12.8,9.1,8.9,12.4,7.5,13.4,14.7,10.8,8.1,1.7,1.2,5.4
Comanche,5.7,2.3,10.6,16.9,5.2,25,0.3,2.3,11.3,-1,-3.8,-19.6
Concho,0.3,3,8.2,1.9,-1.9,18.1,-1.8,4.7,6.4,4.5,4.1,3.4
Cooke,10,8.2,-4.2,13.8,5.6,-10.6,4.4,17.4,8.4,0.2,-1.8,-0.1
Coryell,4.2,3.3,10.6,-0.2,-4.5,38.4,9.9,8.4,11.1,-1.9,-1.6,1
Cottle,5.6,3.4,7.9,20.9,12.5,26,-1.9,2,0.1,1.8,-4.2,-1.4
Crane,4.2,-1.6,-12.7,5.9,-1.4,-5,1.8,-2.4,-30.8,2.6,-0.7,5.6
Crockett,6.3,-2.8,30.1,16.1,-9.3,63.7,-2.6,7.3,3.3,-2.1,-3.2,3.9
Crosby,6.4,2.5,15.2,18.7,10.1,32.2,2.1,-0.6,8.1,-3.1,-4.4,1.2
Culberson,3.7,-6.1,-0.7,5.4,-11.8,-0.1,3,-2.4,-3.4,2.2,-3.6,3.1
Dallam,14.8,-8.6,11,29.1,-14.5,16.9,0.9,-1.3,5.5,-3.5,-1,0.7
Dallas,0.8,1.8,4.2,1.9,-1.3,5.9,0.5,2.9,3.9,1.1,0.5,2.9
Dawson,4.4,0.1,10.4,19.9,-5.5,21.2,-2.9,5.2,8.8,1,-1.9,0.3
Deaf Smith,14.6,-5.6,19.1,20.5,-8.9,22.4,9.5,-0.9,16.7,-0.5,-2.3,10.1
Delta,21.5,11.9,4.8,27.5,-2.5,23.3,28.5,22.5,0.3,-1.8,-3.4,1.6
Denton,10.3,8.3,12.2,16,6.5,8.6,10.6,10.1,14.6,1.2,0.8,2.4
DeWitt,9.7,15,10.1,20.4,26.5,12.2,5.3,10.4,9.9,0.9,1.8,4
Dickens,-0.2,0.4,1,-8.1,12,23.5,2.5,-2.3,-4.4,-3.2,-0.1,1.2
Dimmit,7.9,8.9,7.8,4.6,-3.5,-2.3,16.3,28.9,18.3,1.4,4,6.4
Donley,33.4,-20.8,15.4,90.5,-36.8,34,-7.6,2.1,1.1,-0.4,-2.7,3.1
Duval,-0.3,-5.4,-10.1,5.1,-8.3,-22.2,-8.4,-1,-0.6,-0.8,-4.3,0.6
Eastland,22,-7.4,-7,65.6,-31.5,-16.4,1.4,14.1,-4.6,-4.6,5.9,6.1
Ector,5.5,7.3,-4.6,6.3,7.8,-12.9,5.1,7.5,0.7,4.5,3.2,4.5
Edwards,8.8,10.5,4.5,-2.2,20.2,16.2,38.4,15.9,1.7,-16.6,-7.8,-0.9
Ellis,3.8,1.1,2.4,4.5,-1.7,-1,3.6,3.7,5.3,1.3,1,2.6
El Paso,-2.1,-0.4,1,-7.5,-9.8,-8.5,-0.3,3.6,3.5,-2.3,-2.4,0.9
Erath,8.2,6,9.2,21.6,8,15.8,2.3,6.7,6.7,2.4,0.7,3.7
Falls,16,0.6,9.1,27.4,-10.4,24.8,22.6,11.7,5.7,-2,-3.7,0.5
Fannin,4.1,1.7,3.8,(D),(D),(D),(D),(D),(D),2.7,0.7,0.6
Fayette,9,-1,-4.2,9.4,3.5,-5.5,11.4,-2.4,-3.9,-8.4,1.3,-3.3
Fisher,11.3,1.4,3.6,34.7,10.1,22.1,4.3,-1.2,-7.2,0.1,-5.9,5
Floyd,8.3,1.2,12.4,22,4.6,30,2,0.3,1.7,-3.8,-4.1,-1.1
Foard,0.2,3.5,5.9,8,9.1,17.8,-1.1,0.4,-2.9,-8.7,0.5,4
Fort Bend,6.4,2.2,4.9,5.5,-0.6,-0.1,7.8,3.6,7.6,1.2,3.4,6
Franklin,7.6,3.7,10.8,37.8,10.4,47.3,1.6,1.8,1.2,-0.4,1.9,0.6
Freestone,-1.6,-6.3,12.7,3.7,6,21,-3.2,-10.7,11.3,-2.8,-3.5,-1.8
Frio,8.5,26.3,-9,5.4,44.8,-21.2,13.4,15.7,0.8,1.8,2,5.7
Gaines,8.9,6.9,16.4,11.8,9.9,27.2,6,4.1,1.5,3.3,0.1,4.3
Galveston,10.9,-11.3,10,28.6,-30.9,29.1,1.2,4,0.7,-0.3,-3,4.3
Garza,6.8,-3.8,0.1,12.7,-7,0,-1.3,3.7,-0.6,-11.4,0.6,0.6
Gillespie,5.3,5.1,4,2.8,8.6,8.1,7.3,4.4,2.3,-0.1,1.1,3.6
Glasscock,2.3,23.4,27.5,18.1,61.9,48.4,-7.4,0.9,14.3,13.4,5.3,1.8
Goliad,-6,-1.9,-26.1,10.4,-15,-12.1,-10.8,2,-31.6,1.3,-1.2,0.6
Gonzales,7.4,0.9,7.8,14.4,1.7,15.9,-1.7,-1.8,-3,5.2,3.9,4.5
Gray,1.5,-3.6,-4.5,7.6,-6.4,-10.9,-7.7,0.5,3.6,-0.4,0.2,2.7
Grayson,1.8,0.9,2.4,0.8,-7.6,-5.6,2.7,6.2,6.7,0.2,-0.2,1.8
Gregg,0.6,4,-1.4,1.6,0.3,-10.5,0,7.1,4,-0.1,-0.2,0.3
Grimes,-3.4,-10,-7.3,-9,-4.5,-15.5,0.8,-15,-3,-3.8,-2.4,0.1
Guadalupe,38.9,27.6,22,92,42.2,31.8,11.9,16.1,11.2,0.9,2.4,2.5
Hale,-2.4,-0.3,7.4,-3.1,-5.8,15.3,-1.5,6.4,1.8,-3.3,-2.5,0.6
Hall,20.3,-7.7,9.9,15.8,8.2,25.6,31.1,-14.6,6.1,-2.7,-4.3,1.5
Hamilton,3.4,-3.6,5.8,4.8,-9.3,6.4,3.2,1.3,4.1,1.8,-4.7,8.6
Hansford,16,3.8,33.1,23.9,5.1,52.1,0.3,1.1,-3.3,1.5,0,0.6
Hardeman,2.5,5.3,11.4,19.6,8.2,21.4,-1,9.6,9.5,-11.4,-3,-0.3
Hardin,11.8,-5.2,-3.4,35.6,-13.7,-6.8,-0.4,1,-2,-2.9,-0.4,0.6
Harris,3.5,0.6,6.5,7.5,-4.1,13.2,1,4,2.6,1.6,1.9,3.3
Harrison,0.4,0.1,13.4,-2.6,-3.8,-8.1,5.5,5.3,39,-6.8,-1.8,1.1
