County,All_2013,All_2014,All_2015,Private-goods-producing-2013,Private-goods-producing-2014,Private-goods-producing-2015,Private services-providing-2013,Private services-providing-2014,Private services-providing-2015,Gov-2013,Gov-2014,Gov-2015
Hartley,39.2,-6.3,29.7,56.5,-7.4,40.5,-2.7,-4.5,-1.6,-0.7,-0.3,-1.3
Haskell,0.2,2.8,7.1,24.9,4,16.5,-14,2.1,1.8,-0.5,2,4.1
Hays,9.3,5.3,7.5,13.7,4.5,-0.4,10.5,6.9,11.6,1.4,1.1,2.8
Hemphill,11,9,1.1,18.8,11.4,4.2,0,4.8,-6.2,0.7,6.3,11.4
Henderson,7.7,5.6,5.5,14.4,5.8,7.3,5.7,7.1,5.6,-0.5,0.1,0
Hidalgo,2.7,5,4.3,-2,6.6,-0.1,4.3,6,5.6,1.2,1.4,2.8
Hill,5.2,5.4,4.4,13.9,11.6,11,3,3.4,1.2,-3.8,-1.1,-0.8
Hockley,6,5,6.6,6.8,5.6,13.9,6.2,5.5,-4.9,0,-0.9,0.5
Hood,11.3,12.6,-2.5,18,20.8,-5.9,8.6,8.6,-0.7,-0.5,-1.6,0.3
Hopkins,5.3,1.6,0.1,9.2,-5.6,-1.3,4.1,6.1,0.5,0.5,0.5,1
Houston,2.3,6.6,11.3,18.8,14.6,2.8,-3,5.1,18,-0.4,-0.8,0.5
Howard,7.2,-4.8,2.9,14.3,-14.5,11.1,2.8,3.9,-4.1,0.7,0.2,2.4
Hudspeth,3.2,1.1,10.1,21.4,14.5,46.1,17.1,2.3,15.4,-3.8,-2.5,-0.6
Hunt,6.4,5.8,-0.6,4.7,3.2,-6,11.1,13.4,5.9,2.4,-1.6,1.8
Hutchinson,8,5.2,21.6,12.3,8,30.4,-1.1,-1.4,2.5,0.2,-0.3,3.3
Irion,34.9,39.2,2.9,40.3,43.4,4.3,12.2,9.6,-15.6,-6.8,7.5,2.5
Jack,15.8,8.5,-11.1,16.9,10.3,-28.2,19,5.8,28.7,-2.6,1.1,3.5
Jackson,7,3.5,3.3,12.5,-2.8,-2.8,0.3,15.2,12.2,1.5,2,3.4
Jasper,-1.6,4.1,-5,-0.9,3.5,-9.1,-2.2,6.3,-3.3,-1.4,-1.5,-0.5
Jeff Davis,-3.8,1.3,4.4,-2.4,7.6,20.2,-2.2,3.5,2.3,-6.8,-5.5,-2.2
Jefferson,8.5,-10.8,9.8,15,-18.1,13.8,-2.2,3.5,5.4,-1.1,-2.5,-1.8
Jim Hogg,2.2,2,7.6,20.1,6.9,24.6,-4.4,1.5,2.5,-3.9,-1.5,-1.4
Jim Wells,1.7,5.9,-14.5,-2.4,6.9,-28.3,6.8,5.8,-1.2,1.1,-2.6,0.2
Johnson,2.1,4.5,0.6,1.4,6.6,-6.4,3,4,5.5,0.4,0.3,2.7
Jones,3.8,5.1,2.4,5.8,-1.2,-3.8,6.3,18.4,12.4,-0.3,-3.1,-5
Karnes,6.1,27.1,42,0.1,60.3,89.6,10.8,11.7,7.8,7.6,4.5,5
Kaufman,2.5,1.3,3.4,6.2,-3.9,0.5,1.4,3.7,4.8,1,0.7,2.1
Kendall,8.6,7.8,10.8,-1.4,9.2,18.8,15.1,8.1,8.6,-0.9,0.9,2.8
Kenedy,2.2,-0.3,-13,8.1,17.1,-31.8,-1.7,-12.7,3.6,1.7,-4,-2.6
Kent,24.3,-0.1,5.9,28.3,6.5,41.3,42.2,-2.6,-11.4,5.2,-0.8,7.9
Kerr,0.8,2.9,2.3,-0.9,3,-4.1,1.6,3.8,4.5,-0.6,-0.8,0.3
Kimble,-4.9,-3.6,-2.5,-0.1,-7.8,3.1,-8.4,-1.8,-6.5,-1.1,-2.6,1.3
King,-10.1,4.8,-0.3,-11,(D),(D),-14,(D),(D),-5,-0.6,1.8
Kinney,8.6,0.9,1.3,-36.5,25.1,-12,40.9,1.4,-0.2,0,-3.7,5.5
Kleberg,7.6,-1.6,3.4,29.1,-15.8,4.1,3.7,6,4.6,-0.7,-0.7,1.1
Knox,12.1,11.8,-9.3,22.6,20.6,-21.5,-2.8,1.2,9.9,8.2,0.6,-0.1
Lamar,-1.1,0.2,7.4,1.7,-0.7,2.5,-3,1.1,12.7,-1,-1,-0.6
Lamb,11.7,-11.7,2.8,38.3,1.1,20.9,3.6,-18.5,-5.9,-1.4,-1.7,1.5
Lampasas,1.6,-0.2,3.1,-1.6,-2.7,5.7,4.6,1.7,2.4,-2.6,-2.3,1.7
La Salle,11.9,7.6,-8.6,12.9,8.4,-18.7,12.4,11.6,16,5.9,-3.1,11.2
Lavaca,0.1,-0.4,3.5,-0.5,-3.6,4.1,0.4,3.2,3.1,1.8,0.5,1.8
Lee,-0.3,9.3,2,-0.1,10.5,-3.4,0.3,11.4,8,-3.1,-2.3,2.6
Leon,11,9.1,5.4,18.7,12.5,7.9,-1.2,3.8,0.7,-2,-0.7,0.3
Liberty,-3.2,2.2,-0.3,-8.1,-0.8,-5.7,-0.8,4.4,2.1,-0.7,1.1,2.1
Limestone,6.7,-5.3,-9.3,0,-6.9,5,9.8,-6.5,-14.2,1.8,2.6,-2.3
Lipscomb,0.5,12.6,3.4,16.6,-6.5,2.2,-22.5,57.6,5.1,2.4,0.6,2
Live Oak,14.9,-5.1,11,19.4,-15.8,3,10.2,17.4,25.5,-0.2,2.1,2.4
Llano,-4.5,1.7,41,-3.7,-2.6,8,-4.5,2.6,58.5,-5.5,2.5,-1.8
Loving,28.7,0.5,28.6,(D),(D),(D),(D),(D),(D),-3.9,-1.3,-6.2
Lubbock,1,0.7,2.5,6.7,-4.7,1.5,-0.1,1.1,3,1.4,2.7,1.4
Lynn,16.6,3.6,14.3,32.4,12.7,36,11.8,-2.8,2.3,4.5,0.1,1
McCulloch,6.2,3.5,-3.2,10.1,23,-5.7,5,-9.2,-2.4,-0.4,0.4,3.2
McLennan,8.4,3.9,-4.8,20.9,3.9,-12.8,2.1,4.8,0.4,-1.1,-0.5,0.3
McMullen,34,24.4,25.1,30.4,14.3,52.1,44.2,44.5,1.1,20.6,3,9.6
Madison,18.9,2.2,8.5,41.4,-0.1,22,5.6,5.6,-3.4,0.6,1.4,0.9
Marion,4.7,-5.8,8,10.2,42.7,33.2,5.1,-21.6,-4.3,-4.6,-5.3,-0.2
Martin,7.4,3.7,4.3,12.3,2,7.6,4.4,3.8,-0.1,4.5,8.1,9.6
Mason,39.4,3.2,19.8,76.1,1,7,11.1,8,40.4,6.8,-0.5,1.3
Matagorda,-1.5,6,-2.8,6.5,6.4,2.6,-2.8,6.6,-4.1,-0.3,-0.7,2.2
Maverick,2,5.2,6.2,-2.8,-1.3,12.8,5,9.1,7.3,-0.2,2.2,2.3
Medina,5.8,8.1,2.6,12.4,25.8,1.9,5.4,2.1,2.5,0.2,1,3.6
Menard,0.6,-2.1,12.3,-14.3,-0.9,26.6,25.2,-3.7,8,1.6,-1.7,0.7
Midland,15.1,11.7,11.5,17.5,11.3,16.9,9.5,13.6,-0.1,2.8,5.1,2.2
Milam,2.2,-3.2,-2.2,10.2,-3.9,12.4,-0.8,-3.1,-8.5,-1.8,-1.6,0.3
Mills,4.1,20.7,2.4,8.6,3.5,10.3,3.2,36.2,-1.7,0.1,1.7,7.2
Mitchell,1.1,8.2,10,14.4,18.3,29.7,0.6,6.1,-3.4,-10,-0.4,3.3
Montague,10.7,0.5,-5.7,16.2,-0.7,-7.7,5.1,4.1,-4.7,0.4,-2.5,-0.1
Montgomery,19.4,3.9,-2.3,34.5,-0.1,-15.7,7,8.9,9.3,3.2,3.6,4.8
Moore,16.6,-11.4,13.8,26.4,-15.7,18.9,-0.9,-3.4,5.8,0.1,0.6,3
Morris,1.1,-10.3,-8.8,4.3,-14.9,-13.8,-6.5,0.5,0.4,-0.7,-3.9,-0.8
Motley,1.3,7.1,11.7,1.2,11,29,4.8,8.5,-3.5,-1.6,-0.4,-1.7
Nacogdoches,1.4,-2.7,1.3,10.4,-7.7,3.2,-3.7,-0.1,0,1.2,-1.1,1.4
Navarro,4.3,2.7,1.9,3,-4.3,-1.4,7.5,11.9,4.7,-1.7,-8.6,-0.7
Newton,-20.7,-6.9,27,-4,-8.9,-1.9,-23.3,-7.5,32.1,-1.6,-0.6,0.5
Nolan,1.3,0.7,-6.3,6.9,3.9,-3.3,-0.6,-0.4,-8.7,-0.4,-0.5,-0.3
Nueces,7.6,-1.4,8,14.6,-13.9,19.2,5.5,8.1,3.1,-3.6,-0.4,1.2
Ochiltree,11.6,8,4.5,13.9,8,-0.6,5.7,9.1,18.6,2.3,3.4,2.5
Oldham,36.7,2.6,17.8,45.3,-1.1,32.7,41.7,5.2,15,1.8,-2.1,1.2
Orange,4.6,-3.6,-8.3,6.8,-7.1,-13.8,2.8,1,-2.8,-1.3,-2,-1.3
Palo Pinto,-1.8,5.8,-5.9,-3.6,9.6,-11.7,0.1,4.5,-0.9,-1,-3.2,-0.3
Panola,8.7,9.8,-2.5,17.6,10,-10.4,1.3,12,6,-0.3,-0.7,0.4
Parker,9.4,6.9,-1.6,15.1,-0.1,-6,7.4,13.3,0.3,1,1.5,3.5
Parmer,42.2,3,28.9,53.7,3.4,33.3,2.4,2,10.9,0.3,-0.9,-0.7
Pecos,-7.9,9.2,-0.1,-12.6,9.7,-4.3,-8.4,12.6,2.2,2.6,1.4,0.2
Polk,2,-3.4,0.9,-9.6,-13.2,-8.2,9.3,0,4.8,-0.9,-0.6,0
Potter,1,0.2,0.1,9.6,-2,-1.1,-2.3,1.4,0,-0.3,-0.5,1.7
Presidio,10.3,-7.3,12.4,29.2,-12.4,32.6,4.2,3.6,2.5,-4.6,-6.6,-1.7
Rains,4.1,3.2,3.9,-0.1,1.1,10.3,8.3,6.3,1.4,-0.4,-2.2,1.9
Randall,6.8,2.6,4.9,20.4,-1.1,12.3,3,4.5,2.7,3,-1.2,2.2
Reagan,3.8,12.6,1.1,6.5,6.8,-6.7,-1.7,26.8,10.5,3.7,6.8,7.3
Real,12.4,8.2,10,-4.6,17.4,9.7,25.4,10.8,12.8,-1.2,-6.4,1.4
Red River,3.7,0.3,-5.8,6.4,1.7,7.2,5.2,1.2,-20.3,-3.7,-4.2,1.6
Reeves,7.2,18.7,7.5,13.1,41.5,14.7,9.8,19.8,4.7,-0.1,0.6,5.8
Refugio,9.5,1.4,-9.9,7,-2.7,-18.4,18.1,8.8,-3.3,2,1.8,2.2
Roberts,14.2,62.3,72.3,44.6,5.2,65.8,-37.8,410.2,97,4.8,2.7,4.6
Robertson,8.9,1.3,-1.3,26.2,-1.9,20.5,7.1,2,-4.8,-2.2,-0.9,1.9
Rockwall,15.3,15.4,19.5,9.6,-7.7,9.2,19.8,24,23.6,0.2,0.9,3.9
Runnels,1.9,-2.2,0.4,-0.6,-4.3,-4.2,7.5,1.2,3.5,-0.5,-2.5,5.8
Rusk,-0.9,-7.7,-7.4,-8.5,-6.7,-2.4,2.9,-9.2,-10.5,0,2.9,0.9
Sabine,-12.1,-4.9,6.2,-23.6,-11.7,8.2,10.2,4.7,2.8,2.3,1.7,5.9
San Augustine,7.1,0,8.4,24.7,-0.7,31.7,1.1,2.3,-1,-0.9,-4,-1.1
San Jacinto,0.4,2.4,21.3,-9,1.6,-0.9,6.8,2.9,41,-1.7,2.1,1
San Patricio,1.1,-1.8,-1.6,-1.2,-4.3,-6.9,2.4,0.2,4,3.8,-0.5,-2.6
San Saba,-1.3,6.9,12.9,-6.9,18.6,27.9,2.3,3.5,7.8,0.6,-2.1,1.6
Schleicher,1.9,5.3,-4.4,3.4,7.4,-10.9,-2.5,3.7,10.5,2.1,-2.3,1.1
Scurry,12.3,4.4,1.6,26.8,7.8,3.2,-5.9,-1.6,-3,3.3,3.6,2.5
Shackelford,20.9,17.2,13.6,25.7,20.2,17.9,0.9,2,-6.6,-1.4,-1.1,4.2
Shelby,8.7,7.3,15.2,15.7,1.8,18.5,1.1,18.7,15.1,0,0.4,-0.2
Sherman,41.9,-8.9,32.1,54.9,-11.5,42.3,1.8,7,-4.9,-3.2,-3.1,1.6
Smith,7.2,5,4.6,11.9,6.1,8.1,4.4,4.9,1.9,-0.2,-0.4,3.4
Somervell,-0.5,-9.3,6.6,7.9,37.2,69.6,-0.9,-11.1,4.3,2.9,-1.6,-3.2
Starr,2.1,1.2,9.3,-3.5,-6.2,20.8,0.6,1.2,11.3,5.5,3.7,4.3
Stephens,6.2,-2.5,-5.2,6.7,-3.2,-7.2,9,0.5,-0.6,-5.3,-0.3,-1.8
Sterling,0.8,-1.7,-4.7,5.7,-3.2,49,-1.1,-1.9,-18.3,9.4,9.9,1.7
Stonewall,42.7,1.6,32.3,60.3,1.2,44.6,11.6,3.1,-5.9,-7.1,2.9,6.1
Sutton,2.2,10.7,-1.2,2.8,16.4,-12.2,1.7,6.7,7.4,1.6,0,0.2
Swisher,36.2,-2.7,30.3,62.1,-5.1,46.7,-3.2,3.9,4.7,1.2,0.8,-2.5
Tarrant,5.5,5.2,3,15.4,9,-1.7,1.6,3.9,5.4,0.9,0.4,2.5
Taylor,2.2,5.6,-0.5,12.1,17.1,-6.6,0,2.6,2.2,-2.7,-0.7,-1
Terrell,-8.1,-12.7,-3.7,-26.4,-30.6,0.2,-2.9,-16.6,-5.8,-3,-3.9,-3.3
Terry,3,8.1,10.5,0.2,10.4,18.9,8.7,8.8,6.2,-0.3,1.3,-1.3
Throckmorton,-1.8,-5.2,0.1,-0.6,-4.5,1.9,-5.6,-15.1,-6,-4.8,3.2,-1.9
Titus,-2.6,-9.5,-8.6,-2.2,-9.4,-1.6,-2.9,-10.5,-13.6,-2.3,-2.9,0.7
Tom Green,1.4,8.1,0.8,0.7,25.3,-6.9,3.5,5,4.3,-3.6,-2.4,-0.2
Travis,4.8,4.1,7,6.4,5.2,16,4.9,4.4,5.2,1.4,0.3,2
Trinity,3.6,3.6,0.4,18.9,5.8,1.5,0.1,4.1,0.2,-1.7,-0.1,-0.7
Tyler,-2.5,6,2.9,-13.6,25,1.5,2.4,5.8,4.2,-2.7,-1.3,2.1
Upshur,5.2,4.9,-1.3,-0.2,3.7,4.5,9.7,6.9,-4.5,0.4,0.2,1
Upton,5.8,12.6,14.4,5,18.8,34.7,5.1,3.8,-10.5,11.5,6.7,-6.5
Uvalde,7.6,3.4,-1.2,10.1,-3.5,-10.1,8.7,9.1,2.4,2.3,-0.6,-0.1
Val Verde,-6.3,1.1,3.9,-8.9,4.4,22.1,-8.1,1.2,0.9,-3.4,0.1,2
Van Zandt,3.4,1.9,0.8,5,1.6,1.3,4.2,3.2,0,-1.8,-1.4,2.2
Victoria,6.4,6.8,-0.3,8.5,9.4,-8.4,6,6,4.7,0.3,0.6,3.6
Walker,0.5,2,0.1,2.3,2.1,-10.7,-1.3,3,3.5,1.5,1.3,0.1
Waller,6.1,7.1,-1.8,3.7,8.4,-6.3,10.3,9.2,1,2.1,-1.5,2.7
Ward,3.7,8.8,-0.8,5.6,5.1,2.2,1.3,15.2,-4.8,3.4,1.2,0.2
Washington,5.4,16.8,11.9,4.2,40.2,24.7,8,1.3,-0.1,0.3,1.2,0.7
Webb,-1,5,4.1,-5.1,-0.9,-9.1,0.2,8.2,7.3,-1.5,0.6,2.7
Wharton,3.9,5.1,4.3,7.9,2.8,9.9,1.8,8,1.3,1.1,0.3,0.5
Wheeler,11.4,-1.9,-3.5,22.6,1.1,-7.5,0.5,-8.5,-1.5,2.6,5.6,4.8
Wichita,4.4,-5.9,0.1,10.1,-16.5,0.2,2.2,3.5,0.2,-3.1,-1.9,-1.2
Wilbarger,11.9,-9.1,-9.1,5.1,-2.4,-4.1,22.1,-12.7,-15.3,-0.6,-8,-0.9
Willacy,30.6,13.6,11.7,22.7,-5,29.3,44.9,22.2,11.5,1.2,-0.2,-0.1
Williamson,3.6,5,10.8,7.7,16.3,11.5,2.8,2.6,11.5,1.6,1.3,3.2
Wilson,17.5,10.6,3.2,29.3,3.1,-2.3,16.5,19.4,5.8,2.3,2.7,5.2
Winkler,5.4,7.6,3.8,9.6,11.6,4.2,-2.3,2.4,1.7,2.1,-1.9,3
Wise,0,6,-3.5,0.9,7.6,-14.2,-2.3,4.7,4.6,9,4.7,3.9
Wood,3.3,0.2,5.9,9.7,-6,9.3,0,5.2,4.7,-1.5,-0.1,1.5
Yoakum,-5.5,7.4,0.5,-2.4,11.1,17.3,-11.2,2.9,-25.4,-1.1,-0.7,1.4
Young,5.3,-1.6,-1.2,2.1,1.7,-1.3,14.7,-8,-1.6,-1.6,-2.1,-0.5
Zapata,8.1,3,-22.9,9.4,3.3,-31.8,12.1,4.4,-15,-4.1,-0.8,1
Zavala,4.5,4.9,8.4,6.3,3.5,23.6,3.7,6,-1.6,2.9,5.4,3.6
Beaver,18,7.1,10.5,43.7,11.6,20.6,-2.9,4.1,1.3,3.3,-2.6,0.1
Box Elder,9.5,-2.9,8.4,9,-4.4,12.9,10.8,-1.6,3.4,8,1.8,-2.3
Cache,2.4,1.8,2.8,-3.9,0.8,1.6,9.1,3.2,5,-3.4,-0.2,-1.1
Carbon,4.6,12.7,-12.7,9.7,24.4,-23.8,1.9,3.2,-1.5,-5.9,-2,-1.8
Daggett,-8.7,1.1,16.6,47.5,-52.1,58.5,-18.9,12.5,22.5,-3.1,2.2,0.1
Davis,8.8,1.4,1.1,30,3.3,-5.6,6,0.3,5.2,-3.2,1.5,0.2
Duchesne,3.9,6.5,-3.6,7.1,10.3,-7.5,-1.8,-0.4,1.5,1.9,3,-1.7
Emery,0.3,-1.2,-7.3,2.6,15.2,-49.2,-0.6,-8,12.3,-1.9,-1.7,-3.3
Garfield,-5.1,-0.6,6,12.5,-3.7,7.1,-8,1.2,8.7,-4.7,-3.5,-1.6
Grand,-0.5,-5.6,5.8,-15.3,-25.6,0,5.3,0.2,8.5,-0.2,-3.6,-0.2
Iron,3.5,9.4,3.4,8.9,19.7,-11.7,5.1,9,12.4,-5,-0.3,-0.4
Juab,12.7,0.5,9.3,26.8,-2.1,23.7,5.5,2.8,-0.5,-3.1,1,-0.8
Kane,9.4,-20.9,1.4,18.7,33.2,-9.3,11.2,-32.4,4.9,-4.3,-0.7,-0.9
Millard,13.7,-0.3,-3.1,17.1,20.4,-8.3,14.7,-5.1,-1.4,-0.9,-1.3,-5.6
Morgan,3.9,12.2,0.1,-0.5,7.7,-7.1,8,20.2,5.8,3.7,-0.5,-0.7
Piute,17,9,-3.5,(D),(D),21,(D),(D),-31.7,-2.5,1.9,-3.6
Rich,6.5,2.6,6,3.9,11.1,13.5,9.6,-1.7,4.3,3.5,0.5,-0.8
Salt Lake,1.3,3.2,4.3,-0.9,-1,4.2,2.1,4.2,4.7,-0.7,2.2,1.1
San Juan,7,-5.4,-4,15.6,-9.2,-14.4,-2,-1.2,6.9,-1.1,-1.3,1.7
Sanpete,-3.6,-4,0.6,1.5,-8,5.5,-5.6,-4.1,-2.1,-5.8,0.3,-0.3
Sevier,11.3,8.5,-6.7,25.6,21,-18.7,5.3,0,3.1,-5,-0.2,-0.2
Summit,4.1,2.3,3.2,11,11.8,-5.1,4.1,1.4,4.2,-5.6,2.9,0.8
Tooele,2,-0.9,-3,9.9,-5.2,-8.7,3.7,3.6,0.2,-11.5,-5.9,-3.9
Uintah,5.1,11.4,1.2,5.7,14.9,-14.2,5.4,9.5,15.1,0.3,3.1,-1.2
Utah,1.8,3.4,8.3,-6.1,4.5,11.4,4.5,3.8,9,-0.1,-1.2,-2.3
Wasatch,10.7,13.4,1.3,(D),(D),9.1,(D),(D),-0.9,-0.8,4.8,1.7
Washington,5.9,3.3,8.6,14.2,8.6,10.2,6,2.5,9.8,-2.1,2.2,0
Wayne,1.4,4.5,5.3,14.4,27,21.2,-0.7,-6.2,-1.6,-5.4,2.7,-0.1
Weber,-2.5,3.2,4.1,-2.3,0.1,13.8,-2.4,6,1.3,-2.8,-0.5,-1.2
Addison,-11.1,-1.7,1.7,-30.7,-11.2,0.3,2,3.7,2.4,-0.8,-4.7,1.3
Bennington,6.5,-16,-2.8,-10.2,-11.7,-5.9,11.7,-18.6,-2.5,0,-1.5,-0.1
Caledonia,-0.9,-2.4,6.6,0,0.4,-5.5,-1.8,-3,12,2,-3.3,-0.5
Chittenden,-4,1.3,2.8,-27.4,-3.2,0.7,0.4,1.8,3.5,1.2,3.1,1
Essex,1.1,-1.5,3.1,(D),(D),10.1,(D),(D),5.7,0.2,4.8,-5.3
Franklin,2.2,4.2,3.2,5.4,13.1,6.1,-1.6,0.6,1.4,6.3,0.8,2.9
Grand Isle,0.1,2.3,3.3,(D),(D),-8,(D),(D),7.2,1.7,-6.1,-2.9
Lamoille,9.1,-2.6,9.3,6.7,11.8,0.1,10.7,-4.8,12.2,0.5,-1.3,-0.7
Orange,-3.6,-1.9,-0.3,-5.5,2.8,-2.6,-3.8,-3.2,0.8,-0.8,-3.2,-1
Orleans,2,6.1,4.5,0.6,5.1,0.1,3.2,8.9,7.4,-0.2,-2.1,-0.4
Rutland,-1.5,0.6,1.6,3.5,-1.4,0.2,-3.4,2.4,2.6,-0.3,-4.7,-1.4
Washington,2.3,6.9,-1.8,-8.2,2.9,5.5,3.8,12.6,-3.4,2.8,-10.6,0.6
Windham,0.1,-3.1,-12,-2.5,-4,6.7,0.4,-2.7,-15.8,0.7,-5.8,0.3
Windsor,-2.1,-2,3.5,-8.2,-5.6,0.6,-1.2,-1.4,4.4,-0.5,-1.8,2.5
Accomack,2.2,-1,2.2,3.5,-1,4.5,-0.3,-2.7,-4.3,-0.6,3.2,0
Amelia,-1.1,3.5,9.5,-8.4,9.3,15.8,4.4,-0.1,7.9,-2,3.1,-0.7
Amherst,3.6,-2.5,1.7,4.5,-7,6.4,5.7,0,2.2,-1.5,-2,-4.8
Appomattox,2.9,-1.1,-2.6,3.9,-1,1.8,3.5,-1,-4.4,0.3,-1.5,-0.1
Arlington,-3,-2.8,-0.7,10.7,-1.4,7.3,-3.3,-2.9,-0.8,-3.2,-2.7,-1.1
Bath,14.1,-7.3,5.1,-0.5,(D),(D),17.2,(D),(D),3.8,-0.2,0.8
Bedford,1.1,-2.9,0.8,-3.2,-3.4,-0.1,2.4,-2.9,1.1,2.2,-1.7,0.6
Bland,5.3,4.1,3.8,-2.6,1.8,-2.4,16.2,8.3,10.8,0.2,-0.7,-0.5
Botetourt,16.5,-1.4,-5.3,40.9,0,-8.2,0,-3.1,-2.8,1.2,-0.4,0.2
Brunswick,0.6,-1.9,-0.5,4.8,-5.2,-0.3,2.3,0.5,0.4,-7.8,-4.1,-3.2
Buchanan,-6.3,15.8,-10.1,-9.1,32.4,-18,-2.7,-3.3,0.5,-2.5,-1.8,3.3
Buckingham,-10.8,-10.1,1.6,2.9,3.8,7.1,-14.4,-14.1,0.2,-1.5,-1.7,3.1
Caroline,2.8,0.1,-1.8,5.3,-1.5,6.9,3.2,-0.4,-6.1,0.4,2.3,5.7
Charles City,5,0.7,1.1,10.7,4.3,3.2,-0.2,-1.3,-1.2,5.6,-4.3,1.8
Charlotte,-1.7,-2.7,-0.2,-6.4,-7.3,4.8,-1.3,0.2,-2.5,4,-1.7,-2
Chesterfield,2.6,2.3,4.8,1.3,-0.9,4.8,3.3,4,5.5,0.6,-2,0.7
Clarke,-3.4,-0.2,6.7,2.2,-4.5,3.2,-6.1,1.9,10.3,1,-2.5,-6.2
Craig,7,-4.4,-4,(D),(D),-2.7,(D),(D),-6.2,-1.2,0.7,1.5
Culpeper,0.7,1.3,4.2,-3.8,-3.6,4.1,1.8,3.8,5.7,2.3,-2.2,-1.6
Cumberland,-2.8,-4.1,-1.1,(D),(D),(D),(D),(D),(D),-1.4,-1,4.9
Dickenson,-0.9,19,-2,0.1,36,-4.1,-1.6,-2.9,0,-3.4,-1.5,4.3
Essex,-4.7,0.9,-3,-9.3,7,4.1,-4.8,0.8,-5.5,4.4,-8.1,1.4
Fauquier,4.4,0.8,2.7,2.6,0.7,10.2,5.6,0.8,1.5,0.5,1.1,0.2
Floyd,-0.2,1.6,6.7,-3.6,0.3,9.2,1.9,2.9,6.5,2.1,0.4,1.9
Fluvanna,-15.8,-12.6,11.8,-12.8,-5.8,7.2,-18,-15.2,14,-1.7,-0.8,2.3
Franklin,7.3,0.1,1.5,6.1,-6.7,9.5,8.5,3.6,-2,3.7,-1.2,1.9
Giles,-9.5,-6.7,-2.1,-27.9,-13.6,-6,5.4,-3.1,-0.4,5.8,-1.9,1.9
Gloucester,2.1,-4.1,3.5,0.9,-4.1,-4.4,3,-5,6.1,0.1,-1.1,-0.5
Goochland,7.7,7.6,13.1,28.4,17.9,11.8,6,6.9,13.9,2.6,0.9,2
Grayson,10.5,3.3,-0.1,4.5,-0.5,11.2,9.1,-2.6,-3.6,22.3,23.2,-1.9
Greene,9.7,11.7,19.8,-4.8,47.8,53,15.1,7.9,14.7,-0.5,-0.7,3.4
Halifax,4.3,-4.8,-2.3,-1.6,-4.4,4.3,6.8,-5.2,-4.5,-1.6,-2.2,1.2
Hanover,-3.7,8,6.4,5.4,1.9,-2,-5.4,10.4,8.6,-4.7,-3.4,2
Henrico,3.9,0.6,3.5,-6.3,-16,-8,5.4,2.7,4.6,0.2,-0.9,3.3
Highland,6.9,6.4,9.5,(D),(D),(D),(D),(D),(D),0.8,-2.2,1.5
Isle of Wight,7.4,-4.7,0.4,5.6,-0.8,-0.5,11.2,-9.7,1.9,0.2,-5.9,-1
King and Queen,-9.2,-0.4,0.7,-7.3,-11.4,1.1,-13.1,9.2,1.8,1.2,-8.4,-4.2
King George,2.3,-0.2,0.6,-5.8,-11.5,2,3.7,-1.5,-1,2,1.6,1.7
King William,-10,1.8,0.5,-25,0.1,5,-1.8,3.1,-2.1,-1.5,-0.7,2.6
Lancaster,2,-0.6,-4.2,-4.5,-7.7,0.5,3.5,0.5,-5.3,-1.2,0,-0.6
Lee,-1.1,-0.2,0.7,-13.8,-7.2,6.4,3.8,2.3,-1,-0.5,-0.3,0.6
Loudoun,1.7,3.3,5,6.3,4.7,0.8,1.3,3.4,5.5,0.2,0.1,5.7
Louisa,-6.4,1.5,3.6,11.8,11.9,26.5,-9.3,-0.2,-0.6,0.4,0.7,1.8
Lunenburg,-2.4,-5.1,0.4,0.5,-2.9,3.3,-4.2,-7.6,-2.3,-2.4,-2.7,2.1
Madison,-5,-3,2,5,-5.3,5.2,-11,-2.1,1,1.1,-1.3,-1.1
Mathews,-0.5,-3.3,-1.2,-18.3,-12.6,1.8,3.9,-0.7,-2.6,3.4,-3.7,0.9
Mecklenburg,3.3,0.8,5.2,-1.3,5.9,13,7.7,-0.2,3.5,-9.9,-1.5,0.5
Middlesex,-3.2,-1.2,-1.3,-10.5,-8.8,2.6,-3,1.9,-3,2.4,-3.7,0.6
Nelson,4.6,6.1,4.9,17.8,11.9,7.1,-4.3,1.4,3.7,1.8,3.7,0.3
New Kent,2.2,4.3,8.1,5.5,4.2,9.7,1.3,6.6,9,1.3,-2.7,3
Northampton,0.8,-2.8,-3.5,1.3,0.8,-3,1,-4.9,-5.3,-0.5,-2.1,0.8
Northumberland,-1,4.8,7.6,-1.3,6.5,17.9,-1.6,3.9,-8.8,2.6,-2.5,0.9
Nottoway,-3.6,-2.6,1.3,-14.7,-8.6,2.9,-0.4,-0.9,-2.1,-0.8,-1.4,4.1
Orange,6.6,-3.3,1.3,-4,-8,2.9,11.6,-2.3,0.7,3.1,-0.5,2.3
Page,3.2,0.1,3.4,9,-1.2,7.6,0.9,1,1.6,0.2,-0.4,1.6
Patrick,1.9,-4.4,1.8,6.3,-4.7,9.8,-0.7,-4.8,-3.4,2.2,-1.7,2.2
Powhatan,1,2.7,2,7.6,2.2,5.4,-0.6,5.3,6.1,-0.2,-2,-9.3
Prince Edward,-1.1,-1.6,1.3,-3.3,-1.6,2.9,-1.3,-1.3,0.5,0.3,-2.5,2.9
